id	rate	linear	gaussian	random	outliers	bigGap	range350	range750up	gamma2.2	gamma.45	area_land_m	area_water_m	area_total_sqkm	FIPS
28099	0.084	14470	-0.3	5090	54	396	146	866	357298.1508	3368.881197	1476640970	3830967	1480	28
28101	0.079	14480	-0.19	7781	35	359	194	950	357841.6075	3369.939263	1496636734	4525338	1501	28
28103	0.176	14490	-0.64	3096	12	389	157	754	358385.5148	3370.99693	1800428872	12510858	1813	28
28105	0.08	14500	0.076	9818	30	388	41	931	358929.8727	3372.054199	1186744060	9654987	1196	28
28107	0.119	14510	0.37	5229	62	320	35	858	359474.6813	3373.111071	1774515464	51767060	1826	28
28109	0.083	14520	-1.1	5817	74	489	194	898	360019.9407	3374.167545	2100183756	20778648	2121	28
28111	0.104	14530	-1.1	3950	35	346	136	818	360565.6508	3375.223623	1676259567	7754374	1684	28
28113	0.098	14540	0.65	9104	7	407	223	890	361111.8119	3376.279304	1059349960	4341077	1064	28
28115	0.087	14550	1.9	3717	72	442	249	981	361658.4239	3377.334589	1289142769	8496482	1298	28
28117	0.115	14560	-0.75	8202	75	479	248	870	362205.4869	3378.389479	1074778155	8353573	1083	28
28119	0.111	14570	0.38	8491	86	425	108	777	362753.0009	3379.443973	1048977030	3676001	1053	28
28121	0.056	14580	2.8	8767	88	330	93	800	363300.9661	3380.498073	2008474456	79277778	2088	28
28123	0.059	14590	1.3	8564	31	366	341	849	363849.3825	3381.551779	1577902059	3001527	1581	28
28125	0.09	14600	1	9180	9	434	46	982	364398.2501	3382.60509	1118149645	8806465	1127	28
28127	0.082	14610	0.062	6861	73	443	31	841	364947.569	3383.658009	1525930830	3378534	1529	28
28129	0.082	14620	-0.8	2670	40	334	223	916	365497.3393	3384.710534	1647926078	2599432	1651	28
28131	0.072	14630	-0.69	9014	91	446	199	792	366047.561	3385.762666	1153800129	6712362	1161	28
28133	0.118	14640	-0.73	1403	38	493	98	790	366598.2342	3386.814407	1807175449	23758961	1831	28
28135	0.099	14650	-1.4	6670	88	499	86	765	367149.359	3387.865756	1671109478	17929641	1689	28
28137	0.103	14660	-0.97	8480	97	336	20	893	367700.9354	3388.916713	1048319986	16092731	1064	28
28139	0.125	14670	2.2	5281	43	408	149	926	368252.9635	3389.967279	1185725883	5551259	1191	28
28141	0.101	14680	0.3	8367	86	364	337	917	368805.4433	3391.017455	1098962539	52336419	1151	28
28143	0.13	14690	0.89	8151	17	417	120	846	369358.3749	3392.06724	1177646655	67492144	1245	28
28145	0.088	14700	1.7	2243	82	348	232	956	369911.7584	3393.116636	1076399070	3387491	1080	28
28147	0.103	14710	0.21	7700	75	433	258	828	370465.5938	3394.165643	1046210307	1195913	1047	28
28149	0.091	14720	-0.73	7986	95	472	49	844	371019.8812	3395.214261	1524247852	77801548	1602	28
28151	0.113	14730	0.069	1049	6	356	35	873	371574.6206	3396.26249	1877069947	94495553	1972	28
28153	0.094	14740	-0.32	5410	62	316	151	809	372129.8122	3397.310331	2099745464	7255504	2107	28
28155	0.135	14750	-1.9	4043	28	421	293	806	372685.4559	3398.357784	1090234391	5935377	1096	28
28157	0.101	14760	0.53	8451	69	338	142	943	373241.5519	3399.404851	1756260364	25019052	1781	28
28159	0.151	14770	-0.63	7384	51	422	187	796	373798.1001	3400.45153	1572731699	7383417	1580	28
28161	0.129	14780	-0.69	971	33	398	187	904	374355.1007	3401.497823	1209858231	72197100	1282	28
28163	0.105	14790	-0.53	8402	33	326	2	933	374912.5538	3402.543729	2390421582	29316444	2420	28
29001	0.065	14800	1.2	20	35	470	203	788	375470.4593	3403.58925	1469362098	5468494	1475	29
29003	0.076	14810	0.076	5378	66	361	267	760	376028.8173	3404.634386	1120696255	9649941	1130	29
29005	0.079	14820	0.022	8922	72	468	167	868	376587.6279	3405.679137	1417465823	7359184	1425	29
29007	0.092	14830	1.4	766	49	440	158	772	377146.8913	3406.723504	1792880294	11880952	1805	29
29009	0.081	14840	0.096	6641	4	494	85	917	377706.6073	3407.767486	2015659368	32942022	2049	29
29011	0.117	14850	1.2	6619	25	385	271	750	378266.7761	3408.811085	1533067952	12434934	1546	29
29013	0.108	14860	-0.61	291	79	335	3	758	378827.3977	3409.854301	2167014996	38050444	2205	29
29015	0.093	14870	-0.6	9106	8	362	41	911	379388.4723	3410.897133	1823463581	125579873	1949	29
29017	0.088	14880	-0.46	4568	92	411	228	848	379949.9998	3411.939584	1600366956	8527783	1609	29
29019	0.062	14890	-0.13	8758	76	413	47	798	380511.9804	3412.981652	1775514071	14289200	1790	29
29021	0.087	14900	-0.68	3926	84	333	135	925	381074.414	3414.023338	1056782170	17172218	1074	29
29023	0.08	14910	-0.15	4932	11	413	59	888	381637.3008	3415.064644	1799185240	11194772	1810	29
29025	0.086	14920	-0.85	7636	26	402	60	767	382200.6408	3416.105568	1104350494	8402198	1113	29
29027	0.08	14930	-1.6	5129	69	387	349	946	382764.4341	3417.146112	2161547111	33098375	2195	29
29029	0.079	14940	-0.094	2593	74	402	69	923	383328.6807	3418.186276	1699033616	136346945	1835	29
29031	0.069	14950	-0.11	6213	53	415	21	856	383893.3807	3419.22606	1498398192	20174875	1519	29
29033	0.098	14960	0.32	8411	20	497	306	813	384458.5342	3420.265465	1799061638	17533435	1817	29
29035	0.087	14970	1.2	6873	32	336	54	762	385024.1411	3421.304491	1314039248	4305248	1318	29
29037	0.097	14980	0.14	4398	61	308	306	819	385590.2017	3422.343138	1804384181	15051091	1819	29
29039	0.086	14990	1.7	1671	68	483	229	964	386156.7158	3423.381407	1228906570	62602362	1292	29
29041	0.105	15000	0.17	2965	75	381	328	756	386723.6837	3424.419299	1945540005	40354615	1986	29
29043	0.08	15010	-1.2	8624	14	454	216	899	387291.1053	3425.456813	1457243708	3012565	1460	29
29045	0.113	15020	1.1	5367	49	478	298	835	387858.9808	3426.49395	1307147499	18473322	1326	29
29047	0.086	15030	0.35	4435	54	334	25	866	388427.3101	3427.530711	1028999346	29454738	1058	29
29049	0.087	15040	-0.18	4554	26	399	247	814	388996.0933	3428.567096	1085092910	11723668	1097	29
29051	0.067	15050	-1.1	1668	90	350	253	810	389565.3306	3429.603104	1013978956	19293870	1033	29
29053	0.084	15060	0.68	9344	54	464	114	813	390135.0219	3430.638738	1462738145	11433994	1474	29
29055	0.107	15070	0.042	4254	27	304	21	809	390705.1673	3431.673996	1923109166	3203505	1926	29
29057	0.101	15080	-1.3	5905	87	345	176	981	391275.7669	3432.708879	1269125074	42068699	1311	29
29059	0.094	15090	-1.9	2600	85	437	296	810	391846.8208	3433.743389	1400578696	5388322	1406	29
29061	0.087	15100	-1.1	8158	4	493	275	968	392418.3289	3434.777524	1458784899	15035295	1474	29
29063	0.093	15110	-0.31	7303	44	404	105	800	392990.2914	3435.811286	1091310124	11562599	1103	29
29065	0.094	15120	-0.18	6600	75	436	113	814	393562.7084	3436.844675	1949642871	4519379	1954	29
29067	0.098	15130	-0.26	8683	56	435	197	759	394135.5798	3437.877691	2107296277	2498264	2110	29
29069	0.111	15140	-0.026	8520	61	312	276	821	394708.9057	3438.910335	1401369313	15831425	1417	29
29071	0.115	15150	0.57	2898	56	315	65	846	395282.6862	3439.942607	2389734330	20729076	2410	29
29073	0.108	15160	-0.79	1597	29	351	121	977	395856.9214	3440.974507	1344214926	18009303	1362	29
29075	0.068	15170	0.28	6812	97	408	161	815	396431.6114	3442.006036	1272776765	762384	1274	29
29077	0.083	15180	0.74	810	79	448	201	832	397006.7561	3443.037195	1749070457	6630681	1756	29
29079	0.069	15190	-0.53	6632	40	470	76	985	397582.3556	3444.067982	1127383765	7118003	1135	29
29081	0.078	15200	-0.61	5240	3	387	342	869	398158.41	3445.0984	1871276585	10103771	1881	29
29083	0.096	15210	-1.6	9604	2	483	231	979	398734.9194	3446.128448	1805075830	91636440	1897	29
29085	0.123	15220	-0.7	7911	94	500	163	763	399311.8839	3447.158127	1033685852	32677677	1066	29
29087	0.071	15230	1.2	9121	3	323	128	886	399889.3034	3448.187436	1198369599	19839056	1218	29
29089	0.083	15240	-0.24	7549	69	436	335	894	400467.178	3449.216378	1201192677	19893000	1221	29
29091	0.092	15250	0.053	6839	61	318	136	806	401045.5078	3450.24495	2401562527	2913502	2404	29
29093	0.087	15260	-1.1	2379	9	371	277	835	401624.2929	3451.273156	1425176120	4664163	1430	29
29095	0.109	15270	-0.66	8263	57	458	152	853	402203.5333	3452.300993	1565419686	30651785	1596	29
29097	0.084	15280	-0.69	203	63	380	20	810	402783.2291	3453.328464	1653653990	7233655	1661	29
29099	0.106	15290	0.99	6050	1	418	253	765	403363.3803	3454.355568	1700722377	19766573	1720	29
29101	0.08	15300	-1.9	1105	29	463	256	804	403943.9871	3455.382305	2147833526	10122990	2158	29
29103	0.059	15310	0.67	4126	91	452	319	941	404525.0493	3456.408677	1305376323	7306998	1313	29
29105	0.11	15320	-1.1	5895	66	351	199	889	405106.5672	3457.434683	1980626600	8516559	1989	29
29107	0.09	15330	-1.1	7876	77	441	313	965	405688.5408	3458.460323	1627640424	27215047	1655	29
29109	0.078	15340	0.96	9257	66	390	330	788	406270.9701	3459.485599	1584390792	4249322	1589	29
29111	0.083	15350	-0.12	980	53	328	232	838	406853.8552	3460.51051	1308052643	14901556	1323	29
29113	0.113	15360	1.2	1603	10	353	172	845	407437.1962	3461.535058	1622776817	36014744	1659	29
29115	0.103	15370	-0.46	4716	43	425	143	910	408020.993	3462.559241	1594303607	15053677	1609	29
29117	0.078	15380	0.76	9483	13	444	203	765	408605.2459	3463.583061	1378706407	16156741	1395	29
29119	0.07	15390	1	2626	3	319	74	783	409189.9548	3464.606518	1397247232	520251	1398	29
29121	0.079	15400	0.25	5711	23	360	94	780	409775.1197	3465.629612	2075117963	28912855	2104	29
29123	0.098	15410	-0.91	565	47	500	75	809	410360.7408	3466.652344	1280463448	8312929	1289	29
29125	0.087	15420	-1.7	829	50	434	47	898	410946.8182	3467.674715	1364869331	7636524	1373	29
29127	0.089	15430	1.4	4663	91	431	141	874	411533.3517	3468.696723	1131627603	19114159	1151	29
29129	0.079	15440	-2	5775	59	419	108	832	412120.3417	3469.71837	1175427690	3302140	1179	29
29131	0.106	15450	-2	906	5	417	68	857	412707.788	3470.739657	1534813198	19159078	1554	29
29133	0.097	15460	-0.21	2824	29	335	28	906	413295.6907	3471.760583	1065995418	44494550	1110	29
29135	0.078	15470	0.4	8158	58	322	140	801	413884.05	3472.781148	1074911087	9960340	1085	29
29137	0.11	15480	1.3	3309	37	304	226	878	414472.8658	3473.801354	1677414495	58300701	1736	29
29139	0.103	15490	-0.78	1300	75	369	118	815	415062.1382	3474.821201	1385765154	14100634	1400	29
29141	0.113	15500	2.8	8038	40	404	42	930	415651.8674	3475.840689	1547854713	42426944	1590	29
29143	0.089	15510	0.17	6508	65	458	329	811	416242.0532	3476.859817	1747828467	56291580	1804	29
29145	0.079	15520	2.2	7294	82	457	328	821	416832.6959	3477.878588	1618104265	4717280	1623	29
29147	0.059	15530	0.87	1029	69	470	121	864	417423.7954	3478.897	2271326366	2361587	2274	29
29149	0.09	15540	0.78	8545	65	446	175	861	418015.3519	3479.915055	2045561468	4528617	2050	29
29151	0.099	15550	0.63	4194	71	432	71	884	418607.3653	3480.932753	1571017618	17751386	1589	29
29153	0.076	15560	-0.23	2756	47	495	162	889	419199.8358	3481.950093	1929467530	26574821	1956	29
29155	0.121	15570	-0.26	4631	46	329	182	981	419792.7633	3482.967078	1275622077	54164372	1330	29
29157	0.072	15580	0.04	8932	85	437	320	816	420386.148	3483.983705	1228575339	25393623	1254	29
29159	0.081	15590	-0.28	3785	72	331	23	925	420979.99	3484.999978	1766949557	10504062	1777	29
29161	0.071	15600	-0.12	3183	73	348	140	852	421574.2891	3486.015894	1739898840	6587846	1746	29
29163	0.083	15610	-0.51	6397	16	478	277	911	422169.0457	3487.031455	1736428702	36976465	1773	29
29165	0.08	15620	-0.36	4058	20	309	197	883	422764.2596	3488.046662	1088287297	17131591	1105	29
29167	0.089	15630	-0.68	3463	40	350	79	891	423359.9309	3489.061514	1646005913	17838295	1664	29
29169	0.068	15640	0.47	5021	35	445	268	990	423956.0598	3490.076012	1416982902	11343747	1428	29
29171	0.074	15650	1.4	9401	37	431	173	841	424552.6462	3491.090156	1339843833	5943338	1346	29
29173	0.08	15660	1.7	5422	65	389	305	849	425149.6902	3492.103947	1216727206	36396577	1253	29
29175	0.094	15670	-0.11	505	37	481	95	861	425747.192	3493.117385	1250217868	13254156	1263	29
29177	0.083	15680	0.2	3576	94	467	162	784	426345.1514	3494.13047	1473200373	13287170	1486	29
29179	0.127	15690	-2.5	9240	12	438	317	950	426943.5687	3495.143203	2093947113	15372846	2109	29
29181	0.095	15700	-0.42	1417	67	346	66	891	427542.4438	3496.155584	1630498239	5443028	1636	29
29183	0.087	15710	-1.8	7769	95	452	214	870	428141.7768	3497.167613	1451532181	83313989	1535	29
29185	0.103	15720	-0.35	2687	16	331	185	897	428741.5678	3498.179291	1735273535	83056120	1818	29
29186	0.093	15730	-0.39	2984	68	477	6	941	429341.8169	3499.190617	1292800228	19739927	1313	29
29187	0.109	15740	-0.089	4109	58	399	225	894	429942.524	3500.201594	1170281586	7316532	1178	29
29189	0.096	15750	-0.52	3622	77	391	282	806	430543.6892	3501.212219	1315118510	39389334	1355	29
29195	0.079	15760	1.3	1433	52	432	143	759	431145.3127	3502.222495	1956756360	29548018	1986	29
29197	0.078	15770	-0.24	1970	97	471	63	955	431747.3944	3503.232422	795916381	2216074	798	29
29199	0.122	15780	-1.1	500	4	404	94	794	432349.9345	3504.241999	1130968214	6797961	1138	29
29201	0.092	15790	0.93	3539	67	348	116	920	432952.9329	3505.251227	1087765670	15199719	1103	29
29203	0.096	15800	-1.5	1099	31	422	274	759	433556.3898	3506.260107	2599881259	464011	2600	29
29205	0.081	15810	-1.3	4035	22	479	79	976	434160.3052	3507.268638	1297230435	3764589	1301	29
29207	0.09	15820	-0.1	1478	39	356	71	860	434764.6791	3508.276821	2132128267	15028338	2147	29
29209	0.09	15830	0.099	5452	43	302	339	912	435369.5116	3509.284657	1201840871	121066312	1323	29
29211	0.064	15840	-1	1226	63	403	89	914	435974.8028	3510.292146	1678264387	9123193	1687	29
29213	0.086	15850	1.7	1694	14	460	152	962	436580.5528	3511.299288	1638012166	49727386	1688	29
29215	0.088	15860	0.99	4106	12	349	206	930	437186.7615	3512.306083	3049104602	5071087	3054	29
29217	0.079	15870	0.32	4797	1	323	205	848	437793.4291	3513.312532	2140347565	27016478	2167	29
29219	0.112	15880	0.25	3572	87	308	244	972	438400.5555	3514.318636	1110070701	23748229	1134	29
29221	0.137	15890	1.8	2077	43	354	285	978	439008.1409	3515.324394	1968056337	6778977	1975	29
29223	0.095	15900	-1.1	5779	15	343	128	764	439616.1854	3516.329806	1966257835	38558996	2005	29
29225	0.09	15910	0.74	4828	25	302	92	916	440224.6889	3517.334874	1534730106	3110558	1538	29
29227	0.084	15920	0.29	654	82	305	157	814	440833.6515	3518.339597	690523681	535323	691	29
29229	0.096	15930	2	2909	85	448	33	869	441443.0734	3519.343976	1765779833	3533318	1769	29
29510	0.111	15940	-0.4	3250	14	357	191	779	442052.9545	3520.348011	160458092	10670045	171	29
30001	0.044	15950	0.038	871	9	437	79	875	442663.2949	3521.351703	14352734915	78329894	14431	30
30003	0.102	15960	0.77	8549	80	395	85	773	443274.0946	3522.355051	12938087917	49621376	12988	30
30005	0.05	15970	-1.2	7580	2	480	235	903	443885.3538	3523.358057	10949306456	29085603	10978	30
30007	0.062	15980	0.4	3624	60	481	106	804	444497.0724	3524.36072	3088596432	119695385	3208	30
30009	0.048	15990	0.97	2607	31	407	101	908	445109.2506	3525.363041	5306317454	34640336	5341	30
30011	0.039	16000	-1	9963	47	329	122	862	445721.8884	3526.36502	8652525784	19496162	8672	30
30013	0.052	16010	-0.76	551	49	341	288	914	446334.9858	3527.366658	6988418163	34238464	7023	30
30015	0.042	16020	-0.22	7503	87	333	90	784	446948.543	3528.367954	10288938873	62759713	10352	30
30017	0.046	16030	0.37	9082	7	471	74	771	447562.5599	3529.368909	9798657137	25524587	9824	30
30019	0.042	16040	1.6	7834	5	468	327	954	448177.0366	3530.369524	3693596786	1021697	3695	30
30021	0.048	16050	0.76	9373	24	415	301	965	448791.9732	3531.369799	6143078559	29294560	6172	30
30023	0.065	16060	-0.29	715	8	454	141	895	449407.3698	3532.369734	1907586643	12104737	1920	30
30025	0.037	16070	0.29	5290	97	379	14	892	450023.2263	3533.369329	4197660600	5915327	4204	30
30027	0.047	16080	0.8	3709	4	326	12	773	450639.5429	3534.368585	11240477275	27482961	11268	30
30029	0.088	16090	-0.43	5855	7	476	162	965	451256.3196	3535.367502	13177015834	437091133	13614	30
30031	0.055	16100	-0.9	1299	26	481	31	890	451873.5565	3536.366081	6740987039	76055984	6817	30
30033	0.034	16110	0.78	6489	54	390	111	779	452491.2536	3537.364321	12109058727	445812170	12555	30
30035	0.072	16120	-0.37	959	65	343	330	848	453109.4109	3538.362224	7759438051	106156827	7866	30
30037	0.047	16130	-0.059	3161	52	305	303	974	453728.0287	3539.359788	3044120557	2588284	3047	30
30039	0.082	16140	0.65	5740	70	333	345	826	454347.1068	3540.357016	4473959720	14613525	4489	30
30041	0.051	16150	0.6	9759	20	344	350	817	454966.6453	3541.353906	7508300106	44187559	7552	30
30043	0.058	16160	-0.53	1520	40	435	136	824	455586.6444	3542.35046	4290259006	6477048	4297	30
30045	0.046	16170	1.7	7903	2	309	147	765	456207.104	3543.346678	4842833735	2066731	4845	30
30047	0.083	16180	1.7	301	51	373	116	964	456828.0243	3544.34256	3859533718	423572361	4283	30
30049	0.043	16190	0.11	1407	77	457	221	862	457449.4052	3545.338106	8958321852	100704201	9059	30
30051	0.047	16200	-0.47	3224	63	301	28	891	458071.2469	3546.333316	3703817441	44369029	3748	30
30053	0.111	16210	1.5	7880	86	416	335	818	458693.5494	3547.328192	9356989214	161121594	9518	30
30055	0.032	16220	-2	3198	6	326	198	974	459316.3127	3548.322733	6845672155	102696996	6948	30
30057	0.048	16230	0.71	9504	33	328	337	955	459939.5369	3549.316939	9291199655	39636049	9331	30
30059	0.078	16240	-0.91	6193	13	399	41	918	460563.2221	3550.310811	6195011288	7377403	6202	30
30061	0.086	16250	0.46	2768	87	357	48	862	461187.3683	3551.30435	3158371035	9898604	3168	30
30063	0.056	16260	0.42	2488	5	469	105	821	461811.9756	3552.297555	6716922381	64484091	6781	30
30065	0.075	16270	0.08	2425	97	343	74	868	462437.044	3553.290427	4838499961	7127207	4846	30
30067	0.061	16280	0.02	898	8	331	337	859	463062.5737	3554.282966	7260110064	27012551	7287	30
30069	0.045	16290	-0.14	4376	83	324	94	927	463688.5645	3555.275173	4286089647	49036136	4335	30
30071	0.048	16300	1	8118	43	499	328	801	464315.0167	3556.267048	13312764469	186079786	13499	30
30073	0.06	16310	-0.49	4290	29	420	297	880	464941.9302	3557.258591	4203183057	43967880	4247	30
30075	0.04	16320	-0.88	5235	77	387	135	955	465569.3052	3558.249802	8540010227	1566744	8542	30
30077	0.073	16330	-2.9	9665	94	474	219	859	466197.1416	3559.240682	6025510819	16197524	6042	30
30079	0.031	16340	2.1	2397	81	485	63	871	466825.4396	3560.231231	4498049357	15097151	4513	30
30081	0.075	16350	0.54	7870	50	425	131	755	467454.1991	3561.221449	6192241995	24239603	6216	30
30083	0.046	16360	-1	2625	53	441	189	808	468083.4203	3562.211337	5398087008	49452995	5448	30
30085	0.075	16370	-0.78	5863	58	320	133	990	468713.1032	3563.200895	6099106509	37876345	6137	30
30087	0.073	16380	0.58	6684	89	340	338	953	469343.2479	3564.190124	12976680571	43006850	13020	30
30089	0.112	16390	1.2	314	86	320	45	911	469973.8543	3565.179023	7149778083	76370641	7226	30
30091	0.043	16400	-1.1	9643	18	482	48	861	470604.9227	3566.167593	4343632014	75154804	4419	30
30093	0.055	16410	-1.4	3569	56	344	219	880	471236.4529	3567.155834	1860834266	1488376	1862	30
30095	0.052	16420	-0.2	225	15	490	234	923	471868.4452	3568.143747	4649902998	23917997	4674	30
30097	0.031	16430	-0.15	6592	65	338	25	947	472500.8994	3569.131332	4804811323	17686396	4822	30
30099	0.04	16440	0.53	6257	80	440	259	806	473133.8158	3570.118589	5885482126	52207339	5938	30
30101	0.041	16450	2	2638	58	441	303	908	473767.1943	3571.105519	4961660617	77990300	5040	30
30103	0.051	16460	-1.5	4766	83	352	327	961	474401.0351	3572.092121	2531427978	17161226	2549	30
30105	0.046	16470	-0.62	1845	69	404	10	795	475035.3381	3573.078396	12758108443	352041231	13110	30
30107	0.043	16480	1.1	8284	25	330	39	768	475670.1034	3574.064345	3686044431	13071155	3699	30
30109	0.041	16490	-1.4	1539	39	427	272	930	476305.3311	3575.049968	2303145425	1763472	2305	30
30111	0.047	16500	0.41	5050	37	388	112	770	476941.0212	3576.035264	6820208444	40767273	6861	30
31001	0.056	16510	1.5	5546	48	450	212	964	477577.1738	3577.020235	1458868934	2481405	1461	31
31003	0.036	16520	-0.27	3790	57	1285	171	931	478213.789	3578.004881	2220183929	3558463	2224	31
31005	0.044	16530	-0.095	8571	49	1404	265	895	478850.8668	3578.989201	1852760339	7644719	1860	31
31007	0.035	16540	0.87	6352	33	1447	211	880	479488.4072	3579.973197	1932676863	397069	1933	31
31009	0.052	16550	0.11	8388	8	1106	180	869	480126.4103	3580.956868	1840655040	9443900	1850	31
31011	0.039	16560	-0.14	4726	76	1037	79	827	480764.8762	3581.940215	1778163914	1718583	1780	31
31013	0.071	16570	0.46	285	78	1040	229	827	481403.8049	3582.923239	2785005828	6588657	2792	31
31015	0.036	16580	-1.1	5868	17	1482	244	976	482043.1965	3583.905938	1398426308	11890320	1410	31
31017	0.031	16590	-1.8	7408	92	1214	213	810	482683.051	3584.888315	3163293918	9814399	3173	31
31019	0.035	16600	0.97	422	37	1441	186	757	483323.3686	3585.870368	2507399038	18873226	2526	31
31021	0.057	16610	-0.45	8299	28	1227	185	897	483964.1492	3586.852099	1273201487	14186013	1287	31
31023	0.039	16620	1.1	2800	14	1242	279	775	484605.3928	3587.833508	1514884741	15309178	1530	31
31025	0.046	16630	2.2	3217	94	1058	329	964	485247.0997	3588.814595	1443778617	21873126	1466	31
31027	0.032	16640	-0.46	2586	17	1167	37	921	485889.2697	3589.795359	1917398595	14335219	1932	31
31029	0.03	16650	-1.9	2607	70	1492	238	857	486531.903	3590.775803	2316533643	7978174	2325	31
31031	0.025	16660	-2.9	2881	38	1425	315	957	487174.9997	3591.755925	15437761392	126677192	15564	31
31033	0.041	16670	-1	7177	18	1260	56	760	487818.5597	3592.735726	3098368270	292549	3099	31
31035	0.043	16680	-1.1	1190	59	1005	259	829	488462.5832	3593.715207	1482222913	3234827	1485	31
31037	0.04	16690	-1.3	2949	50	1307	275	840	489107.0702	3594.694368	1066165051	12606739	1079	31
31039	0.035	16700	-0.6	7850	49	1263	96	969	489752.0207	3595.673209	1477895771	10447356	1488	31
31041	0.031	16710	-0.46	3649	9	1080	208	886	490397.4348	3596.65173	6670699345	932956	6672	31
31043	0.055	16720	-0.11	1185	63	1330	224	919	491043.3126	3597.629931	684416193	8199780	693	31
31045	0.044	16730	-0.98	4702	100	1370	163	879	491689.654	3598.607814	3616823957	11921995	3629	31
31047	0.048	16740	0.32	3124	85	1027	69	907	492336.4593	3599.585378	2623947376	16371626	2640	31
31049	0.038	16750	0.79	5607	81	1489	262	773	492983.7284	3600.562623	1139208946	2230956	1141	31
31051	0.037	16760	-1.6	4072	19	1386	30	867	493631.4614	3601.53955	1233434236	17271570	1251	31
31053	0.049	16770	2	2749	18	1193	163	941	494279.6583	3602.516159	1369351963	37010156	1406	31
31055	0.05	16780	-0.5	4013	5	1467	307	857	494928.3192	3603.492451	850686048	28218306	879	31
31057	0.04	16790	-0.83	1718	84	1079	162	807	495577.4441	3604.468425	2381954929	3046330	2385	31
31059	0.044	16800	-1.3	8994	41	1224	260	983	496227.0331	3605.444083	1490202773	2989990	1493	31
31061	0.037	16810	-1.3	844	18	1431	160	952	496877.0863	3606.419423	1491355855	487899	1492	31
31063	0.03	16820	0.32	1587	59	1305	299	956	497527.6038	3607.394448	2524180598	14212836	2538	31
31065	0.041	16830	-0.94	3689	44	1199	241	868	498178.5854	3608.369156	1862542526	3915843	1866	31
31067	0.059	16840	-0.31	4928	35	1095	242	973	498830.0314	3609.343548	2205274175	22014428	2227	31
31069	0.044	16850	-0.16	2005	49	1190	241	907	499481.9418	3610.317624	4414048098	68874632	4483	31
31071	0.025	16860	1.3	7428	34	1484	209	840	500134.3167	3611.291386	1475757790	4125559	1480	31
31073	0.038	16870	-0.79	1168	100	1023	13	829	500787.156	3612.264832	1186616255	11831826	1198	31
31075	0.031	16880	-0.43	3422	75	1481	20	850	501440.4598	3613.237964	2010407808	18130867	2029	31
31077	0.033	16890	-0.04	463	64	1166	333	895	502094.2283	3614.210781	1475804012	2188873	1478	31
31079	0.044	16900	-0.4	9967	39	1202	48	926	502748.4614	3615.183284	1414818027	15229247	1430	31
31081	0.034	16910	0.34	7195	44	1042	335	948	503403.1592	3616.155474	1403528325	7341067	1411	31
31083	0.036	16920	-0.8	9418	14	1271	130	915	504058.3218	3617.12735	1433471181	53339811	1487	31
31085	0.042	16930	0.34	6036	65	1217	39	817	504713.9492	3618.098912	1846821467	570786	1847	31
31087	0.066	16940	-0.22	9462	27	1086	124	781	505370.0415	3619.070162	1838742676	22103380	1861	31
31089	0.032	16950	0.27	1827	14	1087	10	939	506026.5987	3620.041099	6248082955	13201507	6261	31
31091	0.04	16960	0.68	192	33	1022	140	799	506683.6208	3621.011723	1867683339	882994	1869	31
31093	0.038	16970	-0.37	78	98	1373	284	905	507341.1081	3621.982036	1474578439	16199404	1491	31
31095	0.046	16980	-0.73	8517	91	1078	47	921	507999.0604	3622.952036	1476728593	14239883	1491	31
31097	0.039	16990	1.6	2606	53	1068	335	989	508657.4779	3623.921725	973968281	1766531	976	31
31099	0.038	17000	-0.76	8369	30	1288	111	883	509316.3605	3624.891103	1337063628	274634	1337	31
31101	0.039	17010	0.58	4362	66	1119	269	932	509975.7085	3625.86017	2749565172	124671559	2874	31
31103	0.044	17020	0.89	8432	55	1362	40	791	510635.5217	3626.828926	2002258281	2192458	2004	31
31105	0.043	17030	-0.23	8556	58	1248	214	961	511295.8003	3627.797371	2465269180	1448446	2467	31
31107	0.036	17040	0.025	5414	78	1186	210	861	511956.5443	3628.765507	2870614300	81251136	2952	31
31109	0.042	17050	-0.32	7332	74	1246	107	899	512617.7538	3629.733333	2169236044	22881323	2192	31
31111	0.04	17060	-0.74	8280	95	1462	14	772	513279.4289	3630.700849	6640907439	28630232	6670	31
31113	0.043	17070	-0.023	3843	20	1137	328	897	513941.5695	3631.668056	1477984375	1203586	1479	31
31115	0.032	17080	0.41	55	6	1419	12	838	514604.1758	3632.634953	1471708212	7275368	1479	31
31117	0.04	17090	1.2	9976	47	1165	261	768	515267.2477	3633.601542	2224742796	2680669	2227	31
31119	0.042	17100	-1.5	4895	94	1154	255	842	515930.7854	3634.567823	1483396506	7013730	1490	31
31121	0.04	17110	0.44	452	82	1321	169	982	516594.7889	3635.533796	1258350281	28301118	1287	31
31123	0.041	17120	-0.56	5073	78	1026	166	825	517259.2583	3636.49946	3687727762	15598670	3703	31
31125	0.036	17130	1.3	1421	29	1342	280	978	517924.1936	3637.464817	1143826437	17085923	1161	31
31127	0.054	17140	0.46	2132	63	1227	335	810	518589.5948	3638.429867	1055100496	5769943	1061	31
31129	0.047	17150	-0.7	6177	71	1028	248	802	519255.4621	3639.394609	1489645230	1718484	1491	31
31131	0.05	17160	0.57	8395	2	1339	182	917	519921.7955	3640.359045	1594475777	8775373	1603	31
